"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",111.510723520919,91.3974847274924,113.332971432539,94.5102353377507,113.38110322474,96.8994929551805,113.091080247102,98.6857030015834,112.758404781538,100.056207127902,112.432855105102,101.124627430003,112.119640988659,101.955977925627,111.818453893813,102.592348679306,111.528939252601,103.065796278882,111.250415182279,103.403194203702,110.981429219601,103.62756827641,110.719799602228,103.758355120326,110.462888644806,103.811550442419,110.207881886271,103.799990967496,109.951985579063,103.733751276471
"2",91.3974847274924,102.022640335651,96.2329430435346,103.474420927626,98.06433978628,104.318760946725,98.8096663795891,104.879272324045,99.1465884977649,105.312864649559,99.3250245813326,105.688203577358,99.4469259236514,106.034570308991,99.5576252467865,106.364518006012,99.6782697045758,106.684152698697,99.8187102428662,106.997584392252,99.9832454059363,107.308591473314,100.173439400741,107.621041179381,100.389591415448,107.938846204493,100.631517395622,108.265814829856,100.89895882356,108.605529579389
"3",113.332971432539,96.2329430435346,116.495622843903,99.2609216011217,117.236974728078,101.625781051911,117.323410585619,103.421621731482,117.216273130899,104.820852848924,117.037215528223,105.92774726424,116.823825623319,106.801185461042,116.592193642973,107.47942067732,116.351582514247,107.992364036158,116.107661537433,108.365911979049,115.863450954892,108.622854270556,115.619987609036,108.782818543522,115.376948492287,108.862207983032,115.133168498852,108.874352238555,114.887016205843,108.829828585729
"4",94.5102353377507,103.474420927626,99.2609216011217,105.735145440575,101.046480011432,107.153345414062,101.762555727829,108.130941907197,102.08051975555,108.878423861161,102.249775609142,109.495900440324,102.372545515831,110.032634647019,102.493911166867,110.515210484454,102.634251611186,110.960199817868,102.802428569713,111.379699457219,103.001777011575,111.783601732689,103.233056715666,112.180437623597,103.495966459939,112.577664624404,103.789920065158,112.981783478211,104.114427416198,113.398429099298
"5",113.38110322474,98.06433978628,117.236974728078,101.046480011432,118.376774483983,103.396102055074,118.694755980171,105.197306712624,118.733572751015,106.614983740709,118.653330621775,107.747675778721,118.509733551626,108.650075464697,118.32836927207,109.357666199426,118.124291833129,109.898752005548,117.907158502097,110.298461105202,117.682907457347,110.579358032863,117.454743578446,110.761163113461,117.22394505426,110.860537320928,116.990514395766,110.89113756048,116.75366084556,110.863882229283
"6",96.8994929551805,104.318760946725,101.625781051911,107.153345414062,103.396102055074,109.047267746637,104.099782205629,110.409963381571,104.408549792214,111.471173809439,104.573726385194,112.345175922529,104.698906615913,113.092039276957,104.829688540913,113.747506213999,104.986354386854,114.336191242818,105.177357066331,114.877152466186,105.405531261978,115.386132565107,105.671172962959,115.876444144021,105.973612539046,116.359371122094,106.312007233726,116.844434819386,106.685716659069,117.339638934028
"7",113.091080247102,98.8096663795891,117.323410585619,101.762555727829,118.694755980171,104.099782205629,119.153340609171,105.901144803255,119.283821964259,107.32747929823,119.267307930426,108.473863510719,119.169623211482,109.392316616719,119.021759341138,110.116499467324,118.842161523153,110.673626971152,118.642908837484,111.088277003268,118.431774246626,111.382816255888,118.213366112688,111.576976624115,117.990023678783,111.687542594358,117.762537890909,111.72834521873,117.530694351814,111.710491604615
"8",98.6857030015834,104.879272324045,103.421621731482,108.130941907197,105.197306712624,110.409963381571,105.901144803255,112.10764401313,106.208456614709,113.456604514711,106.373976348428,114.575520795642,106.503517881188,115.529221691611,106.643847046616,116.358811509906,106.815705440693,117.094607267716,107.027591385588,117.761240845057,107.282180984961,118.379526004454,107.579543301269,118.967151964555,107.918791901111,119.539045106819,108.298916035677,120.107688042158,108.719170137816,120.683460162948
"9",112.758404781538,99.1465884977649,117.216273130899,102.08051975555,118.733572751015,104.408549792214,119.283821964259,106.208456614709,119.475801945097,107.638702818896,119.503195446935,108.792218406247,119.437922844284,109.719353675215,119.314217742294,110.452640310475,119.152580236809,111.018622620394,118.966600056164,111.441536756266,118.765237155464,111.743618532645,118.554040202366,111.944592842804,118.33608160762,112.061303573076,118.112711977117,112.107672066001,117.884135893315,112.094905825067
"10",100.056207127902,105.312864649559,104.820852848924,108.878423861161,106.614983740709,111.471173809439,107.32747929823,113.456604514711,107.638702818896,115.062764694757,107.807588656054,116.407438421783,107.942705961553,117.556460587121,108.092459179587,118.553629251552,108.278470016107,119.43310615149,108.509626484577,120.223842849878,108.788700972583,120.950903858411,109.115707526167,121.63583388907,109.489648568163,122.29687997081,109.909403180773,122.949293263475,110.374146365044,123.605717745274
"11",112.432855105102,99.3250245813326,117.037215528223,102.249775609142,118.653330621775,104.573726385194,119.267307930426,106.373976348428,119.503195446935,107.807588656054,119.562946380588,108.966184187247,119.522460849044,109.899148767433,119.418016470882,110.638414899331,119.271376650441,111.210208790006,119.097071403237,111.638630086029,118.904828127864,111.945883097099,118.700831091925,112.151716945614,118.488669902968,112.273026499493,118.270105883446,112.323794594682,118.04566280183,112.315291988743
"12",101.124627430003,105.688203577358,105.92774726424,109.495900440324,107.747675778721,112.345175922529,108.473863510719,114.575520795642,108.792218406247,116.407438421783,108.966184187247,117.955137893132,109.107353438649,119.283251264682,109.266052254382,120.436490117302,109.465055004391,121.451472903,109.713867817878,122.360427965026,110.015528902,123.1919114731,110.370110475489,123.970784213223,110.776571642442,124.718236910746,111.233716368808,125.452028697769,111.740653366766,126.186889087184
"13",112.119640988659,99.4469259236514,116.823825623319,102.372545515831,118.509733551626,104.698906615913,119.169623211482,106.503517881188,119.437922844284,107.942705961553,119.522460849044,109.107353438649,119.501928918374,110.046385933135,119.41394537974,110.79153921917,119.281038285947,111.369009387826,119.118294334005,111.802946732696,118.935912258972,112.115635082982,118.740489752691,112.326907034025,118.535972925642,112.453735185218,118.324422009094,112.51017174422,118.106605416844,112.507548689501
"14",101.955977925627,106.034570308991,106.801185461042,110.032634647019,108.650075464697,113.092039276957,109.392316616719,115.529221691611,109.719353675215,117.556460587121,109.899148767433,119.283251264682,110.046385933135,120.771853478336,110.213433117174,122.066785538382,110.424352447136,123.206140019155,110.6893878831,124.22459861377,111.011934305906,125.153549876343,111.392183101379,126.020659955307,111.829086164753,126.849676367349,112.32139005891,127.660577124295,112.868142360682,128.469962783426
"15",111.818453893813,99.5576252467865,116.592193642973,102.493911166867,118.32836927207,104.829688540913,119.021759341138,106.643847046616,119.314217742294,108.092459179587,119.418016470882,109.266052254382,119.41394537974,110.213433117174,119.340546221282,110.966424508507,119.220795879237,111.551408744395,119.070075933854,111.992741461439,118.898841192007,112.312892040962,118.713932938176,112.531847447288,118.519525938797,112.66670496187,118.317887503473,112.731617497374,118.109967985286,112.737999833409
"16",102.592348679306,106.364518006012,107.47942067732,110.515210484454,109.357666199426,113.747506213999,110.116499467324,116.358811509906,110.452640310475,118.553629251552,110.638414899331,120.436490117302,110.79153921917,122.066785538382,110.966424508507,123.488218951372,111.188448946688,124.739700516008,111.468627804154,125.857744743622,111.810741087657,126.876029096301,112.215119550679,127.824573156732,112.680720001499,128.729318216635,113.20623709627,129.612175974203,113.790657818087,130.4913968809
"17",111.528939252601,99.6782697045758,116.351582514247,102.634251611186,118.124291833129,104.986354386854,118.842161523153,106.815705440693,119.152580236809,108.278470016107,119.271376650441,109.465055004391,119.281038285947,110.424352447136,119.220795879237,111.188448946688,119.113885622666,111.784059663129,118.975811127935,112.235863305139,118.817128922856,112.566607832111,118.644793911591,112.796507658643,118.463106431101,112.942842254714,118.274463540526,113.019910896917,118.079942706572,113.039248051092
"18",103.065796278882,106.684152698697,107.992364036158,110.960199817868,109.898752005548,114.336191242818,110.673626971152,117.094607267716,111.018622620394,119.43310615149,111.210208790006,121.451472903,111.369009387826,123.206140019155,111.551408744395,124.739700516008,111.784059663129,126.091470123293,112.078724000513,127.299347947411,112.43955263275,128.398872178505,112.867007879392,129.422037760812,113.360047271035,130.396662193016,113.917311052028,131.346332463168,114.537723599618,132.290742735153
"19",111.250415182279,99.8187102428662,116.107661537433,102.802428569713,117.907158502097,105.177357066331,118.642908837484,107.027591385588,118.966600056164,108.509626484577,119.097071403237,109.713867817878,119.118294334005,110.6893878831,119.070075933854,111.468627804154,118.975811127935,112.078724000513,118.851018670507,112.544762944195,118.706249719015,112.889849834015,118.548475053151,113.134497325203,118.382038343323,113.296229175992,118.209401798624,113.389544620844,118.031722397093,113.426143785107
"20",103.403194203702,106.997584392252,108.365911979049,111.379699457219,110.298461105202,114.877152466186,111.088277003268,117.761240845057,111.441536756266,120.223842849878,111.638630086029,122.360427965026,111.802946732696,124.22459861377,111.992741461439,125.857744743622,112.235863305139,127.299347947411,112.544762944195,128.588380761193,112.923922662123,129.76191791127,113.373911553808,130.85362802987,113.893673574074,131.892942240159,114.481787041949,132.904903537359,115.137110195878,133.910471318894
"21",110.981429219601,99.9832454059363,115.863450954892,103.001777011575,117.682907457347,105.405531261978,118.431774246626,107.282180984961,118.765237155464,108.788700972583,118.904828127864,110.015528902,118.935912258972,111.011934305906,118.898841192007,111.810741087657,118.817128922856,112.43955263275,118.706249719015,112.923922662123,118.576677873282,113.287380042529,118.435327904994,113.550802681225,118.286522148527,113.732021867656,118.132734845845,113.845794037695,117.975161983367,113.90403559672
"22",103.62756827641,107.308591473314,108.622854270556,111.783601732689,110.579358032863,115.386132565107,111.382816255888,118.379526004454,111.743618532645,120.950903858411,111.945883097099,123.1919114731,112.115635082982,125.153549876343,112.312892040962,126.876029096301,112.566607832111,128.398872178505,112.889849834015,129.76191791127,113.287380042529,131.003541118806,113.759840599288,132.158853297736,114.306141863878,133.258692211165,114.924789645497,134.329380476241,115.614571438539,135.392997078745
"23",110.719799602228,100.173439400741,115.619987609036,103.233056715666,117.454743578446,105.671172962959,118.213366112688,107.579543301269,118.554040202366,109.115707526167,118.700831091925,110.370110475489,118.740489752691,111.392183101379,118.713932938176,112.215119550679,118.644793911591,112.867007879392,118.548475053151,113.373911553808,118.435327904994,113.759840599288,118.312158112035,114.046101496045,118.183216244483,114.250895720799,118.050945415888,114.389295213538,117.916546775512,114.473485068767
"24",103.758355120326,107.621041179381,108.782818543522,112.180437623597,110.761163113461,115.876444144021,111.576976624115,118.967151964555,111.944592842804,121.63583388907,112.151716945614,123.970784213223,112.326907034025,126.020659955307,112.531847447288,127.824573156732,112.796507658643,129.422037760812,113.134497325203,130.85362802987,113.550802681225,132.158853297736,114.046101496045,133.374098508757,114.619247620648,134.531452071443,115.268661893331,135.658381071828,115.993055577252,136.777971287537
"25",110.462888644806,100.389591415448,115.376948492287,103.495966459939,117.22394505426,105.973612539046,117.990023678783,107.918791901111,118.33608160762,109.489648568163,118.488669902968,110.776571642442,118.535972925642,111.829086164753,118.519525938797,112.680720001499,118.463106431101,113.360047271035,118.382038343323,113.893673574074,118.286522148527,114.306141863878,118.183216244483,114.619247620648,118.076260048052,114.851623963677,117.968030585306,115.018716376541,117.85970617477,115.133031249861
"26",103.811550442419,107.938846204493,108.862207983032,112.577664624404,110.860537320928,116.359371122094,111.687542594358,119.539045106819,112.061303573076,122.29687997081,112.273026499493,124.718236910746,112.453735185218,126.849676367349,112.66670496187,128.729318216635,112.942842254714,130.396662193016,113.296229175992,131.892942240159,113.732021867656,133.258692211165,114.250895720799,134.531452071443,114.851623963677,135.744448981745,115.532528843937,136.926196141418,116.292239125125,138.100703387079
"27",110.207881886271,100.631517395622,115.133168498852,103.789920065158,116.990514395766,106.312007233726,117.762537890909,108.298916035677,118.112711977117,109.909403180773,118.270105883446,111.233716368808,118.324422009094,112.32139005891,118.317887503473,113.20623709627,118.274463540526,113.917311052028,118.209401798624,114.481787041949,118.132734845845,114.924789645497,118.050945415888,115.268661893331,117.968030585306,115.532528843937,117.886272781093,115.732266826959,117.806804358547,115.880755636439
"28",103.799990967496,108.265814829856,108.874352238555,112.981783478211,110.89113756048,116.844434819386,111.72834521873,120.107688042158,112.107672066001,122.949293263475,112.323794594682,125.452028697769,112.51017174422,127.660577124295,112.731617497374,129.612175974203,113.019910896917,131.346332463168,113.389544620844,132.904903537359,113.845794037695,134.329380476241,114.389295213538,135.658381071828,115.018716376541,136.926196141418,115.732266826959,138.162318056761,116.528485855036,139.39162410684
"29",109.951985579063,100.89895882356,114.887016205843,104.114427416198,116.75366084556,106.685716659069,117.530694351814,108.719170137816,117.884135893315,110.374146365044,118.04566280183,111.740653366766,118.106605416844,112.868142360682,118.109967985286,113.790657818087,118.079942706572,114.537723599618,118.031722397093,115.137110195878,117.975161983367,115.614571438539,117.916546775512,115.993055577252,117.85970617477,116.292239125125,117.806804358547,116.528485855036,117.758908441765,116.715100433571
"30",103.733751276471,108.605529579389,108.829828585729,113.398429099298,110.863882229283,117.339638934028,111.710491604615,120.683460162948,112.094905825067,123.605717745274,112.315291988743,126.186889087184,112.507548689501,128.469962783426,112.737999833409,130.4913968809,113.039248051092,132.290742735153,113.426143785107,133.910471318894,113.90403559672,135.392997078745,114.473485068767,136.777971287537,115.133031249861,138.100703387079,115.880755636439,139.39162410684,116.715100433571,140.676443605475
